granularity,feature,eligible_rows,finite_rows,coverage_fraction,first_finite_timestamp,last_finite_timestamp,missingness_cause,symbol,timeframe,year,segment_start,segment_end,month,segment_id
symbol_timeframe_month,derivatives.premium,720,720,1.0,2021-04-01T00:00:00+00:00,2021-04-30T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2021-04,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2021-05-01T00:00:00+00:00,2021-05-31T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2021-05,
symbol_timeframe_month,derivatives.premium,720,720,1.0,2021-06-01T00:00:00+00:00,2021-06-30T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2021-06,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2021-07-01T00:00:00+00:00,2021-07-31T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2021-07,
symbol_timeframe_month,derivatives.premium,720,720,1.0,2021-09-01T00:00:00+00:00,2021-09-30T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2021-09,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2021-10-01T00:00:00+00:00,2021-10-31T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2021-10,
symbol_timeframe_month,derivatives.premium,720,720,1.0,2021-11-01T00:00:00+00:00,2021-11-30T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2021-11,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2021-12-01T00:00:00+00:00,2021-12-31T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2021-12,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2022-01-01T00:00:00+00:00,2022-01-31T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2022-01,
symbol_timeframe_month,derivatives.premium,672,672,1.0,2022-02-01T00:00:00+00:00,2022-02-28T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2022-02,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2022-03-01T00:00:00+00:00,2022-03-31T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2022-03,
symbol_timeframe_month,derivatives.premium,720,720,1.0,2022-04-01T00:00:00+00:00,2022-04-30T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2022-04,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2022-05-01T00:00:00+00:00,2022-05-31T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2022-05,
symbol_timeframe_month,derivatives.premium,720,720,1.0,2022-06-01T00:00:00+00:00,2022-06-30T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2022-06,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2022-07-01T00:00:00+00:00,2022-07-31T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2022-07,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2022-08-01T00:00:00+00:00,2022-08-31T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2022-08,
symbol_timeframe_month,derivatives.premium,720,720,1.0,2022-09-01T00:00:00+00:00,2022-09-30T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2022-09,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2022-10-01T00:00:00+00:00,2022-10-31T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2022-10,
symbol_timeframe_month,derivatives.premium,720,720,1.0,2022-11-01T00:00:00+00:00,2022-11-30T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2022-11,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2022-12-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2022-12,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2023-01-01T00:00:00+00:00,2023-01-31T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2023-01,
symbol_timeframe_month,derivatives.premium,672,672,1.0,2023-02-01T00:00:00+00:00,2023-02-28T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2023-02,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2023-03-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2023-03,
symbol_timeframe_month,derivatives.premium,720,720,1.0,2023-04-01T00:00:00+00:00,2023-04-30T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2023-04,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2023-05-01T00:00:00+00:00,2023-05-31T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2023-05,
symbol_timeframe_month,derivatives.premium,720,720,1.0,2023-06-01T00:00:00+00:00,2023-06-30T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2023-06,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2023-07-01T00:00:00+00:00,2023-07-31T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2023-07,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2023-08-01T00:00:00+00:00,2023-08-31T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2023-08,
symbol_timeframe_month,derivatives.premium,720,720,1.0,2023-09-01T00:00:00+00:00,2023-09-30T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2023-09,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2023-10-01T00:00:00+00:00,2023-10-31T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2023-10,
symbol_timeframe_month,derivatives.premium,720,720,1.0,2023-11-01T00:00:00+00:00,2023-11-30T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2023-11,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2023-12-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2023-12,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2024-01-01T00:00:00+00:00,2024-01-31T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2024-01,
symbol_timeframe_month,derivatives.premium,216,216,1.0,2024-02-01T00:00:00+00:00,2024-02-09T23:00:00+00:00,AVAILABLE,AVAXUSDT,1h,,2020-09-23 07:00:00+00:00,2026-07-31 23:00:00+00:00,2024-02,
symbol_timeframe_month,derivatives.premium,180,180,1.0,2020-11-01T00:00:00+00:00,2020-11-30T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2020-11,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2020-12-01T00:00:00+00:00,2020-12-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2020-12,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2021-01-01T00:00:00+00:00,2021-01-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2021-01,
symbol_timeframe_month,derivatives.premium,168,168,1.0,2021-02-01T00:00:00+00:00,2021-02-28T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2021-02,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2021-03-01T00:00:00+00:00,2021-03-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2021-03,
symbol_timeframe_month,derivatives.premium,180,180,1.0,2021-04-01T00:00:00+00:00,2021-04-30T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2021-04,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2021-05-01T00:00:00+00:00,2021-05-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2021-05,
symbol_timeframe_month,derivatives.premium,180,180,1.0,2021-06-01T00:00:00+00:00,2021-06-30T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2021-06,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2021-07-01T00:00:00+00:00,2021-07-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2021-07,
symbol_timeframe_month,derivatives.premium,180,180,1.0,2021-09-01T00:00:00+00:00,2021-09-30T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2021-09,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2021-10-01T00:00:00+00:00,2021-10-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2021-10,
symbol_timeframe_month,derivatives.premium,180,180,1.0,2021-11-01T00:00:00+00:00,2021-11-30T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2021-11,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2021-12-01T00:00:00+00:00,2021-12-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2021-12,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2022-01-01T00:00:00+00:00,2022-01-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2022-01,
symbol_timeframe_month,derivatives.premium,168,168,1.0,2022-02-01T00:00:00+00:00,2022-02-28T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2022-02,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2022-03-01T00:00:00+00:00,2022-03-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2022-03,
symbol_timeframe_month,derivatives.premium,180,180,1.0,2022-04-01T00:00:00+00:00,2022-04-30T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2022-04,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2022-05-01T00:00:00+00:00,2022-05-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2022-05,
symbol_timeframe_month,derivatives.premium,180,180,1.0,2022-06-01T00:00:00+00:00,2022-06-30T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2022-06,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2022-07-01T00:00:00+00:00,2022-07-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2022-07,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2022-08-01T00:00:00+00:00,2022-08-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2022-08,
symbol_timeframe_month,derivatives.premium,180,180,1.0,2022-09-01T00:00:00+00:00,2022-09-30T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2022-09,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2022-10-01T00:00:00+00:00,2022-10-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2022-10,
symbol_timeframe_month,derivatives.premium,180,180,1.0,2022-11-01T00:00:00+00:00,2022-11-30T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2022-11,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2022-12-01T00:00:00+00:00,2022-12-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2022-12,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2023-01-01T00:00:00+00:00,2023-01-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2023-01,
symbol_timeframe_month,derivatives.premium,168,168,1.0,2023-02-01T00:00:00+00:00,2023-02-28T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2023-02,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2023-03-01T00:00:00+00:00,2023-03-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2023-03,
symbol_timeframe_month,derivatives.premium,180,180,1.0,2023-04-01T00:00:00+00:00,2023-04-30T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2023-04,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2023-05-01T00:00:00+00:00,2023-05-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2023-05,
symbol_timeframe_month,derivatives.premium,180,180,1.0,2023-06-01T00:00:00+00:00,2023-06-30T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2023-06,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2023-07-01T00:00:00+00:00,2023-07-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2023-07,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2023-08-01T00:00:00+00:00,2023-08-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2023-08,
symbol_timeframe_month,derivatives.premium,180,180,1.0,2023-09-01T00:00:00+00:00,2023-09-30T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2023-09,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2023-10-01T00:00:00+00:00,2023-10-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2023-10,
symbol_timeframe_month,derivatives.premium,180,180,1.0,2023-11-01T00:00:00+00:00,2023-11-30T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2023-11,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2023-12-01T00:00:00+00:00,2023-12-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2023-12,
symbol_timeframe_month,derivatives.premium,186,186,1.0,2024-01-01T00:00:00+00:00,2024-01-31T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2024-01,
symbol_timeframe_month,derivatives.premium,54,54,1.0,2024-02-01T00:00:00+00:00,2024-02-09T20:00:00+00:00,AVAILABLE,AVAXUSDT,4h,,2020-09-23 04:00:00+00:00,2026-07-31 20:00:00+00:00,2024-02,
symbol_timeframe_month,derivatives.premium,2976,2976,1.0,2021-01-01T00:00:00+00:00,2021-01-31T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2020-11-20 07:00:00+00:00,2021-01-31 23:45:00+00:00,2021-01,
symbol_timeframe_month,derivatives.premium,2976,2976,1.0,2021-05-01T00:00:00+00:00,2021-05-31T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2021-05,
symbol_timeframe_month,derivatives.premium,2976,2976,1.0,2021-08-01T00:00:00+00:00,2021-08-31T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2021-08,
symbol_timeframe_month,derivatives.premium,2880,2880,1.0,2021-09-01T00:00:00+00:00,2021-09-30T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2021-09,
symbol_timeframe_month,derivatives.premium,2976,2976,1.0,2021-10-01T00:00:00+00:00,2021-10-31T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2021-10,
symbol_timeframe_month,derivatives.premium,2880,2880,1.0,2021-11-01T00:00:00+00:00,2021-11-30T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2021-11,
symbol_timeframe_month,derivatives.premium,2976,2976,1.0,2021-12-01T00:00:00+00:00,2021-12-31T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2021-12,
symbol_timeframe_month,derivatives.premium,2976,2976,1.0,2022-01-01T00:00:00+00:00,2022-01-31T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2022-01,
symbol_timeframe_month,derivatives.premium,2688,2688,1.0,2022-02-01T00:00:00+00:00,2022-02-28T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2022-02,
symbol_timeframe_month,derivatives.premium,2976,2976,1.0,2022-03-01T00:00:00+00:00,2022-03-31T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2022-03,
symbol_timeframe_month,derivatives.premium,2880,2880,1.0,2022-04-01T00:00:00+00:00,2022-04-30T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2022-04,
symbol_timeframe_month,derivatives.premium,2976,2976,1.0,2022-05-01T00:00:00+00:00,2022-05-31T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2022-05,
symbol_timeframe_month,derivatives.premium,2880,2880,1.0,2022-06-01T00:00:00+00:00,2022-06-30T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2022-06,
symbol_timeframe_month,derivatives.premium,2976,2976,1.0,2022-07-01T00:00:00+00:00,2022-07-31T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2022-07,
symbol_timeframe_month,derivatives.premium,2976,2976,1.0,2022-08-01T00:00:00+00:00,2022-08-31T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2022-08,
symbol_timeframe_month,derivatives.premium,2880,2880,1.0,2022-09-01T00:00:00+00:00,2022-09-30T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2022-09,
symbol_timeframe_month,derivatives.premium,2976,2976,1.0,2022-10-01T00:00:00+00:00,2022-10-31T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2022-10,
symbol_timeframe_month,derivatives.premium,2880,2880,1.0,2022-11-01T00:00:00+00:00,2022-11-30T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2022-11,
symbol_timeframe_month,derivatives.premium,2976,2976,1.0,2022-12-01T00:00:00+00:00,2022-12-31T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2022-12,
symbol_timeframe_month,derivatives.premium,2976,2976,1.0,2023-01-01T00:00:00+00:00,2023-01-31T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2023-01,
symbol_timeframe_month,derivatives.premium,2688,2688,1.0,2023-02-01T00:00:00+00:00,2023-02-28T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2023-02,
symbol_timeframe_month,derivatives.premium,2976,2976,1.0,2023-03-01T00:00:00+00:00,2023-03-31T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2023-03,
symbol_timeframe_month,derivatives.premium,2880,2880,1.0,2023-04-01T00:00:00+00:00,2023-04-30T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2023-04,
symbol_timeframe_month,derivatives.premium,2880,2880,1.0,2023-06-01T00:00:00+00:00,2023-06-30T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2023-06,
symbol_timeframe_month,derivatives.premium,2976,2976,1.0,2023-07-01T00:00:00+00:00,2023-07-31T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2023-07,
symbol_timeframe_month,derivatives.premium,2976,2976,1.0,2023-10-01T00:00:00+00:00,2023-10-31T23:45:00+00:00,AVAILABLE,AXSUSDT,15m,,2021-03-01 00:00:00+00:00,2023-10-31 23:45:00+00:00,2023-10,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2021-01-01T00:00:00+00:00,2021-01-31T23:00:00+00:00,AVAILABLE,AXSUSDT,1h,,2020-11-20 07:00:00+00:00,2021-01-31 23:00:00+00:00,2021-01,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2021-05-01T00:00:00+00:00,2021-05-31T23:00:00+00:00,AVAILABLE,AXSUSDT,1h,,2021-03-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,2021-05,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2021-08-01T00:00:00+00:00,2021-08-31T23:00:00+00:00,AVAILABLE,AXSUSDT,1h,,2021-03-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,2021-08,
symbol_timeframe_month,derivatives.premium,720,720,1.0,2021-09-01T00:00:00+00:00,2021-09-30T23:00:00+00:00,AVAILABLE,AXSUSDT,1h,,2021-03-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,2021-09,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2021-10-01T00:00:00+00:00,2021-10-31T23:00:00+00:00,AVAILABLE,AXSUSDT,1h,,2021-03-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,2021-10,
symbol_timeframe_month,derivatives.premium,720,720,1.0,2021-11-01T00:00:00+00:00,2021-11-30T23:00:00+00:00,AVAILABLE,AXSUSDT,1h,,2021-03-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,2021-11,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2021-12-01T00:00:00+00:00,2021-12-31T23:00:00+00:00,AVAILABLE,AXSUSDT,1h,,2021-03-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,2021-12,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2022-01-01T00:00:00+00:00,2022-01-31T23:00:00+00:00,AVAILABLE,AXSUSDT,1h,,2021-03-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,2022-01,
symbol_timeframe_month,derivatives.premium,672,672,1.0,2022-02-01T00:00:00+00:00,2022-02-28T23:00:00+00:00,AVAILABLE,AXSUSDT,1h,,2021-03-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,2022-02,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2022-03-01T00:00:00+00:00,2022-03-31T23:00:00+00:00,AVAILABLE,AXSUSDT,1h,,2021-03-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,2022-03,
symbol_timeframe_month,derivatives.premium,720,720,1.0,2022-04-01T00:00:00+00:00,2022-04-30T23:00:00+00:00,AVAILABLE,AXSUSDT,1h,,2021-03-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,2022-04,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2022-05-01T00:00:00+00:00,2022-05-31T23:00:00+00:00,AVAILABLE,AXSUSDT,1h,,2021-03-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,2022-05,
symbol_timeframe_month,derivatives.premium,720,720,1.0,2022-06-01T00:00:00+00:00,2022-06-30T23:00:00+00:00,AVAILABLE,AXSUSDT,1h,,2021-03-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,2022-06,
symbol_timeframe_month,derivatives.premium,744,744,1.0,2022-07-01T00:00:00+00:00,2022-07-31T23:00:00+00:00,AVAILABLE,AXSUSDT,1h,,2021-03-01 00:00:00+00:00,2023-10-31 23:00:00+00:00,2022-07,
